idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
117 1.144620429413632 -1.144620429413632 0.0 0.0 0.5 36046.09253341343 139.01062307482678 0.2281125775738605 1484.9568557353916 0.0 0.28851706619149553 
118 1.8383122845801014 -1.8383122845801014 0.0 0.0 0.5 27295.470476797775 130.26152331126505 0.23864607886204142 1489.6977949427544 0.0 0.28644076266932733 
119 2.1534910002556478 -2.1534910002556478 0.0 0.0 0.5 49391.07664028248 114.77961924743151 0.21122439135894983 1465.401213585277 0.0 0.29050415559604575 
120 1.4460279755440837 -1.4460279755440837 0.0 0.0 0.5 29294.213219862864 140.87096392277343 0.23015971037421126 1424.7026435116559 0.0 0.29160654481471926 
121 1.6539517295790207 -1.6539517295790207 0.0 0.0 0.5 29985.589963174054 139.9726575484078 0.23494973495809052 1469.3296310806663 0.0 0.2879266433532604 
122 1.657945893772108 -1.657945893772108 0.0 0.0 0.5 21433.367060350654 114.98168923277791 0.23802233759347177 1494.4170585386091 0.0 0.2871692401360874 
123 2.307617529520189 -2.307617529520189 0.0 0.0 0.5 38755.514283664415 110.9546672813171 0.21419201708746216 1467.7414117553958 0.0 0.2904208916484246 
124 2.6849652468885794 -2.6849652468885794 0.0 0.0 0.5 24828.6828811781 106.37269963452201 0.22504931718455945 1514.8337489252476 0.0 0.2880754362460369 
125 1.690286289505135 -1.690286289505135 0.0 0.0 0.5 35914.972861108035 147.30227313448432 0.230991979613228 1381.9350688538925 0.0 0.2923643420214211 
126 1.1232143793392917 -1.1232143793392917 0.0 0.0 0.5 44031.70676308402 152.15888774594848 0.22429551073918888 1442.0742709813876 0.0 0.29037695912839395 
127 1.6260847125572875 -1.6260847125572875 0.0 0.0 0.5 24501.228598042522 137.6034376303771 0.23485965326717573 1391.0559206086957 0.0 0.29173605688676596 
128 0.8744497187274725 -0.8744497187274725 0.0 0.0 0.5 14330.64918932325 151.65643138739156 0.246234616557524 1510.4331143707618 0.0 0.28728711691564185 
129 1.2800459990097792 -1.2800459990097792 0.0 0.0 0.5 24881.098421565595 149.58096412265445 0.23861769942578673 1446.1425264074694 0.0 0.28925891938976583 
130 2.4578438310946766 -2.4578438310946766 0.0 0.0 0.5 33598.369114984635 117.86445578926809 0.22407233824653017 1488.2003081700273 0.0 0.28917816628360166 
131 1.836104051275898 -1.836104051275898 0.0 0.0 0.5 21906.896686700475 122.37511219426096 0.23114740394828623 1447.9540375845613 0.0 0.29045346706862013 
132 0.5652730849347849 -0.5652730849347849 0.0 0.0 0.5 19384.186932859036 134.73315698716314 0.23840830880537345 1530.2694727929972 0.0 0.28702363839823947 
133 0.9639362438728467 -0.9639362438728467 0.0 0.0 0.5 30819.52765346892 145.1450942635296 0.23321467204872284 1487.9262159277268 0.0 0.2874413433534946 
134 1.4260418673082564 -1.4260418673082564 0.0 0.0 0.5 20073.35560197087 139.78440714489307 0.23764890586668116 1478.439887712596 0.0 0.2887750937812663 
135 2.97708354411719 -2.97708354411719 0.0 0.0 0.5 35948.52492677052 124.18702203758122 0.22576641680748388 1430.3515396142006 0.0 0.29001282127714595 
136 1.556522006411695 -1.556522006411695 0.0 0.0 0.5 45477.84246831198 127.94718928245304 0.21809855408889178 1389.3940888433513 0.0 0.29222929786865753 
137 1.3552701373365412 -1.3552701373365412 0.0 0.0 0.5 29308.717277748154 146.19825190854766 0.23229774838946815 1455.7597130863828 0.0 0.2898971023315583 
138 1.2732271620443236 -1.2732271620443236 0.0 0.0 0.5 43054.0333778867 125.62099578663809 0.22502125701012762 1498.912222800043 0.0 0.286714402115931 
139 1.0604507055283945 -1.0604507055283945 0.0 0.0 0.5 27700.945267391442 146.59831284165094 0.23778339665376846 1492.4757185573271 0.0 0.2880130425583703 
140 1.4342623756480015 -1.4342623756480015 0.0 0.0 0.5 20804.81187279163 121.83594546764664 0.2356420680371972 1536.3079587601558 0.0 0.28669823213056556 
141 1.7123435369799636 -1.7123435369799636 0.0 0.0 0.5 42670.559020845816 122.17817306426552 0.21365903666008643 1441.5749715556947 0.0 0.29178242589149567 
142 2.084887992426617 -2.084887992426617 0.0 0.0 0.5 45667.57733814976 113.12645680091364 0.21439099586411475 1487.7664520911433 0.0 0.2885297137837443 
143 2.8613055839172965 -2.8613055839172965 0.0 0.0 0.5 26835.978218449476 101.30470183278898 0.22343280541198626 1510.5585400319542 0.0 0.28819660611532083 
144 2.3004501236353327 -2.3004501236353327 0.0 0.0 0.5 15024.8786941193 119.70122389374696 0.23564935809990967 1546.9058489996821 0.0 0.28667801241025415 
145 0.38999380226060343 -0.38999380226060343 0.0 0.0 0.5 31757.878149991957 157.5207282851435 0.23603173390439677 1493.8507300006793 0.0 0.2881996031769493 
146 1.3871013132139929 -1.3871013132139929 0.0 0.0 0.5 52998.58459295462 130.95024317256645 0.21948129827484258 1404.966277089638 0.0 0.2904312102914088 
147 1.4223712326570288 -1.4223712326570288 0.0 0.0 0.5 23682.128337051778 140.97705355664488 0.2385548761753002 1520.6538337549032 0.0 0.28730889136655496 
148 1.1369132360573286 -1.1369132360573286 0.0 0.0 0.5 30333.672423587606 137.60890599604932 0.23412995943197892 1412.0213053037508 0.0 0.2911166296302908 
149 1.7307133601673532 -1.7307133601673532 0.0 0.0 0.5 48390.37722725857 124.69487636141815 0.21373509226948165 1446.4060305151224 0.0 0.2908739549149489 
150 1.4591637933425148 -1.4591637933425148 0.0 0.0 0.5 58126.81294229423 125.40062765472206 0.22002808070527582 1398.444301854899 0.0 0.28976476089520103 
151 1.5772779418960188 -1.5772779418960188 0.0 0.0 0.5 39743.66642972624 117.96400444114701 0.22199237033196692 1466.2324148601592 0.0 0.2884591263122344 
152 2.470266843993888 -2.470266843993888 0.0 0.0 0.5 35077.647765078604 115.36414260571176 0.2206456850652324 1366.0919952654224 0.0 0.29294107549323284 
153 1.5840381541978594 -1.5840381541978594 0.0 0.0 0.5 35004.87722116024 101.28414250514018 0.22654754567711705 1559.1712556339594 0.0 0.28451070266227346 
154 1.7139166911016086 -1.7139166911016086 0.0 0.0 0.5 31663.58729701936 129.6013909728759 0.22777979429150982 1449.8970902344518 0.0 0.28961554801802386 
155 1.2705934641685452 -1.2705934641685452 0.0 0.0 0.5 23851.22021578416 108.54181430313872 0.23003534699972622 1549.7660695135628 0.0 0.2864959895142699 
156 1.5994869460827317 -1.5994869460827317 0.0 0.0 0.5 38916.94888276529 125.57872717540133 0.22173399628620796 1489.8379371406545 0.0 0.28884262640741726 
157 1.97468476136508 -1.97468476136508 0.0 0.0 0.5 21730.422785082174 125.44994922679032 0.23432907114996504 1452.7794657062225 0.0 0.28977833461919156 
158 0.35798396730889437 -0.35798396730889437 0.0 0.0 0.5 36986.77852691765 136.66079567623876 0.22870894716325316 1462.4520356251737 0.0 0.28930678699799517 
159 1.3085066737110882 -1.3085066737110882 0.0 0.0 0.5 30093.627008443185 136.66823377965983 0.22922858353477918 1473.9785145949713 0.0 0.28927972196001156 
160 1.7606326071932883 -1.7606326071932883 0.0 0.0 0.5 36741.68058109216 99.06381912089142 0.22340164422729789 1572.634539862115 0.0 0.28510902547698436 
161 1.8445196576528387 -1.8445196576528387 0.0 0.0 0.5 31351.42050985119 116.21881289419703 0.23258502079012552 1606.6172067040686 0.0 0.2823326182969926 
162 1.1733230932202225 -1.1733230932202225 0.0 0.0 0.5 40475.36935151844 148.97367135444316 0.22570563191872087 1366.0436024688477 0.0 0.292755459456796 
163 1.1823139464066927 -1.1823139464066927 0.0 0.0 0.5 24736.10696995339 128.7513490138384 0.23149175893111515 1496.921582576758 0.0 0.28841979415724733 
164 1.4995084771669194 -1.4995084771669194 0.0 0.0 0.5 20236.59959993085 140.96553493829674 0.23997738131200094 1518.2214214521023 0.0 0.287364204903594 
165 0.7134231065237375 -0.7134231065237375 0.0 0.0 0.5 11558.773040661343 158.5770128119237 0.24972906742307693 1555.8842498344354 0.0 0.28657669644227474 
166 0.42892216401393934 -0.42892216401393934 0.0 0.0 0.5 42168.55938731539 157.6342380606116 0.2228715338597797 1372.3298922682375 0.0 0.29393128897437915 
167 0.9784915293794656 -0.9784915293794656 0.0 0.0 0.5 26972.27061109944 146.98015024100926 0.23201182434108059 1483.340976354459 0.0 0.2900906875266431 
168 1.968043713489852 -1.968043713489852 0.0 0.0 0.5 34254.989972380834 133.6461700311035 0.22691847193931086 1415.6144780418124 0.0 0.2907454432695744 
